Type,Size,Density,Iterations,Seed,STD,Time
sparse,5120,0.3,100,4,1.7311e-13,1233
dense,5120,0.3,100,5,1.77971e-13,3229
sparse,5120,0.3,100,5,1.77971e-13,992
dense,5120,0.3,100,6,1.69332e-13,3344
sparse,5120,0.3,100,6,1.69332e-13,1041
dense,5120,0.3,100,7,1.75068e-13,3208
sparse,5120,0.3,100,7,1.75068e-13,1035
dense,5120,0.3,100,8,1.72229e-13,3344
sparse,5120,0.3,100,8,1.72229e-13,1030
dense,5120,0.3,100,9,1.7426e-13,3242
sparse,5120,0.3,100,9,1.7426e-13,1033
dense,10,0.4,100,0,5.49544e-15,0
sparse,10,0.4,100,0,5.49544e-15,0
dense,10,0.4,100,1,1.2759e-14,0
sparse,10,0.4,100,1,1.2759e-14,0
dense,10,0.4,100,2,1.71955e-14,0
sparse,10,0.4,100,2,1.71955e-14,0
dense,10,0.4,100,3,5.46769e-15,0
sparse,10,0.4,100,3,5.46769e-15,0
dense,10,0.4,100,4,9.89308e-15,0
sparse,10,0.4,100,4,9.89308e-15,0
dense,10,0.4,100,5,9.38234e-15,0
sparse,10,0.4,100,5,9.38234e-15,0
dense,10,0.4,100,6,7.61839e-15,0
sparse,10,0.4,100,6,7.61839e-15,0
dense,10,0.4,100,7,6.38084e-15,0
sparse,10,0.4,100,7,6.38084e-15,0
dense,10,0.4,100,8,9.45716e-15,0
sparse,10,0.4,100,8,9.45716e-15,0
dense,10,0.4,100,9,3.80986e-15,0
sparse,10,0.4,100,9,3.80986e-15,0
dense,20,0.4,100,0,8.54901e-15,0
sparse,20,0.4,100,0,8.54901e-15,0
dense,20,0.4,100,1,7.2879e-15,0
sparse,20,0.4,100,1,7.2879e-15,0
dense,20,0.4,100,2,1.68051e-14,0
sparse,20,0.4,100,2,1.68051e-14,0
dense,20,0.4,100,3,1.00058e-14,0
sparse,20,0.4,100,3,1.00058e-14,0
dense,20,0.4,100,4,1.38537e-14,0
sparse,20,0.4,100,4,1.38537e-14,0
dense,20,0.4,100,5,1.88791e-14,0
sparse,20,0.4,100,5,1.88791e-14,0
dense,20,0.4,100,6,1.02438e-14,0
sparse,20,0.4,100,6,1.02438e-14,0
dense,20,0.4,100,7,1.4267e-14,0
sparse,20,0.4,100,7,1.4267e-14,0
dense,20,0.4,100,8,1.2014e-14,0
sparse,20,0.4,100,8,1.2014e-14,0
dense,20,0.4,100,9,1.08796e-14,0
sparse,20,0.4,100,9,1.08796e-14,0
dense,40,0.4,100,0,1.82902e-14,0
sparse,40,0.4,100,0,1.82902e-14,0
dense,40,0.4,100,1,1.44884e-14,1
sparse,40,0.4,100,1,1.44884e-14,0
dense,40,0.4,100,2,2.33223e-14,0
sparse,40,0.4,100,2,2.33223e-14,0
dense,40,0.4,100,3,1.61129e-14,0
sparse,40,0.4,100,3,1.61129e-14,1
dense,40,0.4,100,4,1.75701e-14,1
sparse,40,0.4,100,4,1.75701e-14,1
dense,40,0.4,100,5,2.26316e-14,1
sparse,40,0.4,100,5,2.26316e-14,0
dense,40,0.4,100,6,1.89994e-14,0
sparse,40,0.4,100,6,1.89994e-14,0
dense,40,0.4,100,7,1.66933e-14,1
sparse,40,0.4,100,7,1.66933e-14,1
dense,40,0.4,100,8,1.6937e-14,0
sparse,40,0.4,100,8,1.6937e-14,0
dense,40,0.4,100,9,1.78661e-14,1
sparse,40,0.4,100,9,1.78661e-14,0
dense,80,0.4,100,0,1.85882e-14,1
sparse,80,0.4,100,0,1.85882e-14,0
dense,80,0.4,100,1,2.02955e-14,1
sparse,80,0.4,100,1,2.02955e-14,0
dense,80,0.4,100,2,2.33702e-14,0
sparse,80,0.4,100,2,2.33702e-14,0
dense,80,0.4,100,3,2.33083e-14,1
sparse,80,0.4,100,3,2.33083e-14,1
dense,80,0.4,100,4,2.40182e-14,1
sparse,80,0.4,100,4,2.40182e-14,1
dense,80,0.4,100,5,2.25072e-14,1
sparse,80,0.4,100,5,2.25072e-14,1
dense,80,0.4,100,6,2.43477e-14,1
sparse,80,0.4,100,6,2.43477e-14,1
dense,80,0.4,100,7,2.67983e-14,1
sparse,80,0.4,100,7,2.67983e-14,0
dense,80,0.4,100,8,1.90514e-14,1
sparse,80,0.4,100,8,1.90514e-14,1
dense,80,0.4,100,9,2.17452e-14,1
sparse,80,0.4,100,9,2.17452e-14,0
dense,160,0.4,100,0,2.94977e-14,3
sparse,160,0.4,100,0,2.94977e-14,1
dense,160,0.4,100,1,3.47791e-14,3
sparse,160,0.4,100,1,3.47791e-14,2
dense,160,0.4,100,2,3.33851e-14,3
sparse,160,0.4,100,2,3.33851e-14,1
dense,160,0.4,100,3,3.58897e-14,3
sparse,160,0.4,100,3,3.58897e-14,1
dense,160,0.4,100,4,3.04778e-14,3
sparse,160,0.4,100,4,3.04778e-14,2
dense,160,0.4,100,5,3.10207e-14,3
sparse,160,0.4,100,5,3.10207e-14,2
dense,160,0.4,100,6,2.85926e-14,5
sparse,160,0.4,100,6,2.85926e-14,2
dense,160,0.4,100,7,3.01963e-14,4
sparse,160,0.4,100,7,3.01963e-14,1
dense,160,0.4,100,8,3.12934e-14,4
sparse,160,0.4,100,8,3.12934e-14,2
dense,160,0.4,100,9,3.09627e-14,3
sparse,160,0.4,100,9,3.09627e-14,1
dense,320,0.4,100,0,4.46638e-14,13
sparse,320,0.4,100,0,4.46638e-14,5
dense,320,0.4,100,1,4.4797e-14,12
sparse,320,0.4,100,1,4.4797e-14,5
dense,320,0.4,100,2,4.54293e-14,12
sparse,320,0.4,100,2,4.54293e-14,5
dense,320,0.4,100,3,4.12958e-14,12
sparse,320,0.4,100,3,4.12958e-14,4
dense,320,0.4,100,4,5.06233e-14,13
sparse,320,0.4,100,4,5.06233e-14,5
dense,320,0.4,100,5,4.68754e-14,12
sparse,320,0.4,100,5,4.68754e-14,5
dense,320,0.4,100,6,4.83353e-14,12
sparse,320,0.4,100,6,4.83353e-14,4
dense,320,0.4,100,7,5.29583e-14,12
sparse,320,0.4,100,7,5.29583e-14,5
dense,320,0.4,100,8,4.21807e-14,14
sparse,320,0.4,100,8,4.21807e-14,6
dense,320,0.4,100,9,3.88898e-14,14
sparse,320,0.4,100,9,3.88898e-14,5
dense,640,0.4,100,0,7.01538e-14,49
sparse,640,0.4,100,0,7.01538e-14,21
dense,640,0.4,100,1,6.19433e-14,50
sparse,640,0.4,100,1,6.19433e-14,20
dense,640,0.4,100,2,6.13522e-14,50
sparse,640,0.4,100,2,6.13522e-14,19
dense,640,0.4,100,3,6.479e-14,53
sparse,640,0.4,100,3,6.479e-14,22
dense,640,0.4,100,4,6.70229e-14,64
sparse,640,0.4,100,4,6.70229e-14,22
dense,640,0.4,100,5,6.64533e-14,52
sparse,640,0.4,100,5,6.64533e-14,19
dense,640,0.4,100,6,5.97393e-14,53
sparse,640,0.4,100,6,5.97393e-14,22
dense,640,0.4,100,7,6.26014e-14,51
sparse,640,0.4,100,7,6.26014e-14,20
dense,640,0.4,100,8,6.60167e-14,52
sparse,640,0.4,100,8,6.60167e-14,20
dense,640,0.4,100,9,6.27101e-14,50
sparse,640,0.4,100,9,6.27101e-14,20
dense,1280,0.4,100,0,8.93239e-14,196
sparse,1280,0.4,100,0,8.93239e-14,81
dense,1280,0.4,100,1,9.56035e-14,214
sparse,1280,0.4,100,1,9.56035e-14,83
dense,1280,0.4,100,2,9.24994e-14,208
sparse,1280,0.4,100,2,9.24994e-14,86
dense,1280,0.4,100,3,8.96868e-14,198
sparse,1280,0.4,100,3,8.96868e-14,138
dense,1280,0.4,100,4,9.25593e-14,276
sparse,1280,0.4,100,4,9.25593e-14,105
dense,1280,0.4,100,5,8.49384e-14,202
sparse,1280,0.4,100,5,8.49384e-14,86
dense,1280,0.4,100,6,8.50348e-14,222
sparse,1280,0.4,100,6,8.50348e-14,91
dense,1280,0.4,100,7,8.93601e-14,199
sparse,1280,0.4,100,7,8.93601e-14,81
dense,1280,0.4,100,8,9.05163e-14,195
sparse,1280,0.4,100,8,9.05163e-14,97
dense,1280,0.4,100,9,9.67903e-14,209
sparse,1280,0.4,100,9,9.67903e-14,81
dense,2560,0.4,100,0,1.26613e-13,816
sparse,2560,0.4,100,0,1.26613e-13,338
dense,2560,0.4,100,1,1.27764e-13,806
sparse,2560,0.4,100,1,1.27764e-13,390
dense,2560,0.4,100,2,1.16696e-13,822
sparse,2560,0.4,100,2,1.16696e-13,335
dense,2560,0.4,100,3,1.23379e-13,820
sparse,2560,0.4,100,3,1.23379e-13,376
dense,2560,0.4,100,4,1.27901e-13,938
sparse,2560,0.4,100,4,1.27901e-13,397
dense,2560,0.4,100,5,1.28937e-13,971
sparse,2560,0.4,100,5,1.28937e-13,434
dense,2560,0.4,100,6,1.26285e-13,918
sparse,2560,0.4,100,6,1.26285e-13,372
dense,2560,0.4,100,7,1.29255e-13,801
sparse,2560,0.4,100,7,1.29255e-13,337
dense,2560,0.4,100,8,1.23384e-13,824
sparse,2560,0.4,100,8,1.23384e-13,327
dense,2560,0.4,100,9,1.31547e-13,797
sparse,2560,0.4,100,9,1.31547e-13,328
dense,5120,0.4,100,0,1.85347e-13,3278
sparse,5120,0.4,100,0,1.85347e-13,1359
dense,5120,0.4,100,1,1.69587e-13,3256
sparse,5120,0.4,100,1,1.69587e-13,1346
dense,5120,0.4,100,2,1.78301e-13,3255
sparse,5120,0.4,100,2,1.78301e-13,1377
dense,5120,0.4,100,3,1.80391e-13,3399
sparse,5120,0.4,100,3,1.80391e-13,1348
dense,5120,0.4,100,4,1.8135e-13,3255
sparse,5120,0.4,100,4,1.8135e-13,1538
dense,5120,0.4,100,5,1.72499e-13,3201
sparse,5120,0.4,100,5,1.72499e-13,1360
dense,5120,0.4,100,6,1.80822e-13,3556
sparse,5120,0.4,100,6,1.80822e-13,1341
dense,5120,0.4,100,7,1.7422e-13,3319
sparse,5120,0.4,100,7,1.7422e-13,1570
dense,5120,0.4,100,8,1.93879e-13,3413
sparse,5120,0.4,100,8,1.93879e-13,2056
dense,5120,0.4,100,9,1.80298e-13,4045
sparse,5120,0.4,100,9,1.80298e-13,1723
dense,10,0.5,100,0,8.38619e-15,0
sparse,10,0.5,100,0,8.38619e-15,0
dense,10,0.5,100,1,9.18323e-15,0
sparse,10,0.5,100,1,9.18323e-15,0
dense,10,0.5,100,2,1.47817e-14,0
sparse,10,0.5,100,2,1.47817e-14,0
dense,10,0.5,100,3,6.68079e-15,0
sparse,10,0.5,100,3,6.68079e-15,0
dense,10,0.5,100,4,1.25679e-14,0
sparse,10,0.5,100,4,1.25679e-14,0
dense,10,0.5,100,5,1.32097e-14,0
sparse,10,0.5,100,5,1.32097e-14,0
dense,10,0.5,100,6,6.99866e-15,0
sparse,10,0.5,100,6,6.99866e-15,0
dense,10,0.5,100,7,4.6338e-15,0
sparse,10,0.5,100,7,4.6338e-15,0
dense,10,0.5,100,8,6.85287e-15,0
sparse,10,0.5,100,8,6.85287e-15,0
dense,10,0.5,100,9,6.45646e-15,0
sparse,10,0.5,100,9,6.45646e-15,0
dense,20,0.5,100,0,1.47102e-14,0
sparse,20,0.5,100,0,1.47102e-14,0
dense,20,0.5,100,1,1.09683e-14,0
sparse,20,0.5,100,1,1.09683e-14,0
dense,20,0.5,100,2,1.47001e-14,0
sparse,20,0.5,100,2,1.47001e-14,0
dense,20,0.5,100,3,2.0436e-14,0
sparse,20,0.5,100,3,2.0436e-14,0
dense,20,0.5,100,4,1.24175e-14,0
sparse,20,0.5,100,4,1.24175e-14,0
dense,20,0.5,100,5,1.86697e-14,0
sparse,20,0.5,100,5,1.86697e-14,0
dense,20,0.5,100,6,1.40516e-14,0
sparse,20,0.5,100,6,1.40516e-14,1
dense,20,0.5,100,7,1.32054e-14,0
sparse,20,0.5,100,7,1.32054e-14,0
dense,20,0.5,100,8,8.05574e-15,0
sparse,20,0.5,100,8,8.05574e-15,0
dense,20,0.5,100,9,1.04288e-14,1
sparse,20,0.5,100,9,1.04288e-14,0
dense,40,0.5,100,0,2.099e-14,0
sparse,40,0.5,100,0,2.099e-14,0
dense,40,0.5,100,1,1.84615e-14,0
sparse,40,0.5,100,1,1.84615e-14,0
dense,40,0.5,100,2,2.54253e-14,0
sparse,40,0.5,100,2,2.54253e-14,0
dense,40,0.5,100,3,1.53881e-14,0
sparse,40,0.5,100,3,1.53881e-14,0
dense,40,0.5,100,4,1.60209e-14,0
sparse,40,0.5,100,4,1.60209e-14,0
dense,40,0.5,100,5,1.51854e-14,0
sparse,40,0.5,100,5,1.51854e-14,0
dense,40,0.5,100,6,1.49591e-14,1
sparse,40,0.5,100,6,1.49591e-14,1
dense,40,0.5,100,7,1.65922e-14,0
sparse,40,0.5,100,7,1.65922e-14,0
dense,40,0.5,100,8,1.98875e-14,1
sparse,40,0.5,100,8,1.98875e-14,0
dense,40,0.5,100,9,1.63009e-14,1
sparse,40,0.5,100,9,1.63009e-14,0
dense,80,0.5,100,0,2.70093e-14,1
sparse,80,0.5,100,0,2.70093e-14,0
dense,80,0.5,100,1,2.24098e-14,0
sparse,80,0.5,100,1,2.24098e-14,0
dense,80,0.5,100,2,2.6734e-14,1
sparse,80,0.5,100,2,2.6734e-14,0
dense,80,0.5,100,3,2.22533e-14,0
sparse,80,0.5,100,3,2.22533e-14,1
dense,80,0.5,100,4,2.06391e-14,1
sparse,80,0.5,100,4,2.06391e-14,0
dense,80,0.5,100,5,2.84146e-14,0
sparse,80,0.5,100,5,2.84146e-14,0
dense,80,0.5,100,6,2.46069e-14,1
sparse,80,0.5,100,6,2.46069e-14,1
dense,80,0.5,100,7,2.75821e-14,1
sparse,80,0.5,100,7,2.75821e-14,1
dense,80,0.5,100,8,2.04763e-14,2
sparse,80,0.5,100,8,2.04763e-14,1
dense,80,0.5,100,9,2.38827e-14,1
sparse,80,0.5,100,9,2.38827e-14,1
dense,160,0.5,100,0,3.02282e-14,4
sparse,160,0.5,100,0,3.02282e-14,3
dense,160,0.5,100,1,3.58348e-14,4
sparse,160,0.5,100,1,3.58348e-14,1
dense,160,0.5,100,2,4.08952e-14,3
sparse,160,0.5,100,2,4.08952e-14,2
dense,160,0.5,100,3,3.78492e-14,3
sparse,160,0.5,100,3,3.78492e-14,2
dense,160,0.5,100,4,3.40243e-14,3
sparse,160,0.5,100,4,3.40243e-14,1
dense,160,0.5,100,5,4.0137e-14,3
sparse,160,0.5,100,5,4.0137e-14,1
dense,160,0.5,100,6,3.05974e-14,2
sparse,160,0.5,100,6,3.05974e-14,1
dense,160,0.5,100,7,3.97032e-14,3
sparse,160,0.5,100,7,3.97032e-14,6
dense,160,0.5,100,8,2.91658e-14,3
sparse,160,0.5,100,8,2.91658e-14,1
dense,160,0.5,100,9,3.55319e-14,4
sparse,160,0.5,100,9,3.55319e-14,1
dense,320,0.5,100,0,5.15567e-14,11
sparse,320,0.5,100,0,5.15567e-14,6
dense,320,0.5,100,1,4.69602e-14,16
sparse,320,0.5,100,1,4.69602e-14,8
dense,320,0.5,100,2,4.7208e-14,15
sparse,320,0.5,100,2,4.7208e-14,8
dense,320,0.5,100,3,4.34843e-14,12
sparse,320,0.5,100,3,4.34843e-14,7
dense,320,0.5,100,4,4.48636e-14,13
sparse,320,0.5,100,4,4.48636e-14,6
dense,320,0.5,100,5,5.62034e-14,12
sparse,320,0.5,100,5,5.62034e-14,12
dense,320,0.5,100,6,4.98886e-14,18
sparse,320,0.5,100,6,4.98886e-14,13
dense,320,0.5,100,7,5.54384e-14,13
sparse,320,0.5,100,7,5.54384e-14,6
dense,320,0.5,100,8,4.64904e-14,11
sparse,320,0.5,100,8,4.64904e-14,6
dense,320,0.5,100,9,4.354e-14,11
sparse,320,0.5,100,9,4.354e-14,6
dense,640,0.5,100,0,7.35079e-14,64
sparse,640,0.5,100,0,7.35079e-14,28
dense,640,0.5,100,1,7.15991e-14,50
sparse,640,0.5,100,1,7.15991e-14,27
dense,640,0.5,100,2,6.51816e-14,51
sparse,640,0.5,100,2,6.51816e-14,26
dense,640,0.5,100,3,7.02905e-14,50
sparse,640,0.5,100,3,7.02905e-14,27
dense,640,0.5,100,4,6.67844e-14,49
sparse,640,0.5,100,4,6.67844e-14,26
dense,640,0.5,100,5,6.57885e-14,49
sparse,640,0.5,100,5,6.57885e-14,27
dense,640,0.5,100,6,7.14965e-14,49
sparse,640,0.5,100,6,7.14965e-14,26
dense,640,0.5,100,7,6.76854e-14,48
sparse,640,0.5,100,7,6.76854e-14,25
dense,640,0.5,100,8,6.61364e-14,52
sparse,640,0.5,100,8,6.61364e-14,25
dense,640,0.5,100,9,6.25247e-14,62
sparse,640,0.5,100,9,6.25247e-14,30
dense,1280,0.5,100,0,1.07413e-13,206
sparse,1280,0.5,100,0,1.07413e-13,115
dense,1280,0.5,100,1,9.4961e-14,213
sparse,1280,0.5,100,1,9.4961e-14,125
dense,1280,0.5,100,2,9.31319e-14,221
sparse,1280,0.5,100,2,9.31319e-14,108
dense,1280,0.5,100,3,9.45388e-14,207
sparse,1280,0.5,100,3,9.45388e-14,108
dense,1280,0.5,100,4,9.26687e-14,230
sparse,1280,0.5,100,4,9.26687e-14,107
dense,1280,0.5,100,5,9.70888e-14,240
sparse,1280,0.5,100,5,9.70888e-14,138
dense,1280,0.5,100,6,9.15579e-14,261
sparse,1280,0.5,100,6,9.15579e-14,146
dense,1280,0.5,100,7,9.70415e-14,207
sparse,1280,0.5,100,7,9.70415e-14,108
dense,1280,0.5,100,8,9.98272e-14,207
sparse,1280,0.5,100,8,9.98272e-14,136
dense,1280,0.5,100,9,9.27908e-14,202
sparse,1280,0.5,100,9,9.27908e-14,118
dense,2560,0.5,100,0,1.37522e-13,861
sparse,2560,0.5,100,0,1.37522e-13,475
dense,2560,0.5,100,1,1.33822e-13,888
sparse,2560,0.5,100,1,1.33822e-13,439
dense,2560,0.5,100,2,1.33632e-13,889
sparse,2560,0.5,100,2,1.33632e-13,447
dense,2560,0.5,100,3,1.28524e-13,935
sparse,2560,0.5,100,3,1.28524e-13,542
dense,2560,0.5,100,4,1.28552e-13,959
sparse,2560,0.5,100,4,1.28552e-13,527
dense,2560,0.5,100,5,1.37357e-13,1004
sparse,2560,0.5,100,5,1.37357e-13,470
dense,2560,0.5,100,6,1.32978e-13,807
sparse,2560,0.5,100,6,1.32978e-13,461
dense,2560,0.5,100,7,1.3918e-13,849
sparse,2560,0.5,100,7,1.3918e-13,464
dense,2560,0.5,100,8,1.34762e-13,897
sparse,2560,0.5,100,8,1.34762e-13,435
dense,2560,0.5,100,9,1.38585e-13,965
sparse,2560,0.5,100,9,1.38585e-13,424
dense,5120,0.5,100,0,1.86105e-13,3203
sparse,5120,0.5,100,0,1.86105e-13,1714
dense,5120,0.5,100,1,1.84187e-13,3354
sparse,5120,0.5,100,1,1.84187e-13,1680
dense,5120,0.5,100,2,1.97937e-13,3284
sparse,5120,0.5,100,2,1.97937e-13,1718
dense,5120,0.5,100,3,2.32922e-13,3197
sparse,5120,0.5,100,3,2.32922e-13,1896
dense,5120,0.5,100,4,1.87711e-13,3205
sparse,5120,0.5,100,4,1.87711e-13,1729
dense,5120,0.5,100,5,1.87222e-13,3350
sparse,5120,0.5,100,5,1.87222e-13,1663
dense,5120,0.5,100,6,1.78739e-13,3230
sparse,5120,0.5,100,6,1.78739e-13,1945
dense,5120,0.5,100,7,1.96166e-13,3476
sparse,5120,0.5,100,7,1.96166e-13,1860
dense,5120,0.5,100,8,1.96353e-13,3510
sparse,5120,0.5,100,8,1.96353e-13,2004
dense,5120,0.5,100,9,2.04009e-13,3906
sparse,5120,0.5,100,9,2.04009e-13,1761
dense,10,0.6,100,0,6.95509e-15,0
sparse,10,0.6,100,0,6.95509e-15,0
dense,10,0.6,100,1,1.73433e-14,0
sparse,10,0.6,100,1,1.73433e-14,0
dense,10,0.6,100,2,1.17084e-14,0
sparse,10,0.6,100,2,1.17084e-14,1
dense,10,0.6,100,3,1.02389e-14,0
sparse,10,0.6,100,3,1.02389e-14,0
dense,10,0.6,100,4,1.00811e-14,0
sparse,10,0.6,100,4,1.00811e-14,0
dense,10,0.6,100,5,9.67819e-15,0
sparse,10,0.6,100,5,9.67819e-15,0
dense,10,0.6,100,6,7.32996e-15,0
sparse,10,0.6,100,6,7.32996e-15,0
dense,10,0.6,100,7,1.35249e-14,0
sparse,10,0.6,100,7,1.35249e-14,0
dense,10,0.6,100,8,1.47342e-14,0
sparse,10,0.6,100,8,1.47342e-14,0
dense,10,0.6,100,9,5.00519e-15,0
sparse,10,0.6,100,9,5.00519e-15,0
dense,20,0.6,100,0,1.10742e-14,0
sparse,20,0.6,100,0,1.10742e-14,0
dense,20,0.6,100,1,2.05812e-14,0
sparse,20,0.6,100,1,2.05812e-14,0
dense,20,0.6,100,2,1.5115e-14,0
sparse,20,0.6,100,2,1.5115e-14,0
dense,20,0.6,100,3,1.6906e-14,0
sparse,20,0.6,100,3,1.6906e-14,0
dense,20,0.6,100,4,1.2939e-14,0
sparse,20,0.6,100,4,1.2939e-14,0
dense,20,0.6,100,5,2.7474e-14,0
sparse,20,0.6,100,5,2.7474e-14,0
dense,20,0.6,100,6,1.25942e-14,0
sparse,20,0.6,100,6,1.25942e-14,0
dense,20,0.6,100,7,1.8577e-14,0
sparse,20,0.6,100,7,1.8577e-14,0
dense,20,0.6,100,8,1.17848e-14,0
sparse,20,0.6,100,8,1.17848e-14,0
dense,20,0.6,100,9,1.89769e-14,0
sparse,20,0.6,100,9,1.89769e-14,0
dense,40,0.6,100,0,1.9972e-14,0
sparse,40,0.6,100,0,1.9972e-14,0
dense,40,0.6,100,1,1.55365e-14,0
sparse,40,0.6,100,1,1.55365e-14,0
dense,40,0.6,100,2,3.0046e-14,0
sparse,40,0.6,100,2,3.0046e-14,0
dense,40,0.6,100,3,1.99615e-14,1
sparse,40,0.6,100,3,1.99615e-14,0
dense,40,0.6,100,4,2.01977e-14,0
sparse,40,0.6,100,4,2.01977e-14,0
dense,40,0.6,100,5,2.13336e-14,1
sparse,40,0.6,100,5,2.13336e-14,0
dense,40,0.6,100,6,1.97489e-14,0
sparse,40,0.6,100,6,1.97489e-14,0
dense,40,0.6,100,7,1.58813e-14,0
sparse,40,0.6,100,7,1.58813e-14,0
dense,40,0.6,100,8,2.01595e-14,0
sparse,40,0.6,100,8,2.01595e-14,0
dense,40,0.6,100,9,2.29651e-14,0
sparse,40,0.6,100,9,2.29651e-14,1
dense,80,0.6,100,0,3.11228e-14,1
sparse,80,0.6,100,0,3.11228e-14,0
dense,80,0.6,100,1,2.83416e-14,1
sparse,80,0.6,100,1,2.83416e-14,0
dense,80,0.6,100,2,3.23396e-14,0
sparse,80,0.6,100,2,3.23396e-14,1
dense,80,0.6,100,3,3.31391e-14,1
sparse,80,0.6,100,3,3.31391e-14,3
dense,80,0.6,100,4,2.67278e-14,1
sparse,80,0.6,100,4,2.67278e-14,0
dense,80,0.6,100,5,3.64161e-14,0
sparse,80,0.6,100,5,3.64161e-14,1
dense,80,0.6,100,6,3.35854e-14,1
sparse,80,0.6,100,6,3.35854e-14,0
dense,80,0.6,100,7,2.7082e-14,0
sparse,80,0.6,100,7,2.7082e-14,0
dense,80,0.6,100,8,2.62002e-14,1
sparse,80,0.6,100,8,2.62002e-14,1
dense,80,0.6,100,9,3.22455e-14,0
sparse,80,0.6,100,9,3.22455e-14,1
dense,160,0.6,100,0,5.34999e-14,3
sparse,160,0.6,100,0,5.34999e-14,3
dense,160,0.6,100,1,3.78245e-14,4
sparse,160,0.6,100,1,3.78245e-14,2
dense,160,0.6,100,2,3.83211e-14,3
sparse,160,0.6,100,2,3.83211e-14,2
dense,160,0.6,100,3,4.55473e-14,3
sparse,160,0.6,100,3,4.55473e-14,2
dense,160,0.6,100,4,3.82418e-14,3
sparse,160,0.6,100,4,3.82418e-14,2
dense,160,0.6,100,5,4.9948e-14,3
sparse,160,0.6,100,5,4.9948e-14,1
dense,160,0.6,100,6,4.5572e-14,4
sparse,160,0.6,100,6,4.5572e-14,3
dense,160,0.6,100,7,5.1581e-14,4
sparse,160,0.6,100,7,5.1581e-14,2
dense,160,0.6,100,8,3.72515e-14,3
sparse,160,0.6,100,8,3.72515e-14,2
dense,160,0.6,100,9,4.34753e-14,3
sparse,160,0.6,100,9,4.34753e-14,1
dense,320,0.6,100,0,7.1122e-14,12
sparse,320,0.6,100,0,7.1122e-14,7
dense,320,0.6,100,1,6.6917e-14,14
sparse,320,0.6,100,1,6.6917e-14,10
dense,320,0.6,100,2,6.33058e-14,11
sparse,320,0.6,100,2,6.33058e-14,10
dense,320,0.6,100,3,6.18859e-14,13
sparse,320,0.6,100,3,6.18859e-14,9
dense,320,0.6,100,4,5.48016e-14,12
sparse,320,0.6,100,4,5.48016e-14,7
dense,320,0.6,100,5,8.12953e-14,12
sparse,320,0.6,100,5,8.12953e-14,7
dense,320,0.6,100,6,7.66442e-14,12
sparse,320,0.6,100,6,7.66442e-14,7
dense,320,0.6,100,7,6.99052e-14,13
sparse,320,0.6,100,7,6.99052e-14,7
dense,320,0.6,100,8,6.16953e-14,12
sparse,320,0.6,100,8,6.16953e-14,8
dense,320,0.6,100,9,5.17695e-14,12
sparse,320,0.6,100,9,5.17695e-14,7
dense,640,0.6,100,0,1.01438e-13,50
sparse,640,0.6,100,0,1.01438e-13,31
dense,640,0.6,100,1,8.47191e-14,50
sparse,640,0.6,100,1,8.47191e-14,30
dense,640,0.6,100,2,8.66544e-14,54
sparse,640,0.6,100,2,8.66544e-14,37
dense,640,0.6,100,3,8.97618e-14,80
sparse,640,0.6,100,3,8.97618e-14,39
dense,640,0.6,100,4,8.06782e-14,51
sparse,640,0.6,100,4,8.06782e-14,39
dense,640,0.6,100,5,9.19535e-14,59
sparse,640,0.6,100,5,9.19535e-14,36
dense,640,0.6,100,6,9.08291e-14,56
sparse,640,0.6,100,6,9.08291e-14,39
dense,640,0.6,100,7,9.11792e-14,66
sparse,640,0.6,100,7,9.11792e-14,42
dense,640,0.6,100,8,8.81774e-14,57
sparse,640,0.6,100,8,8.81774e-14,34
dense,640,0.6,100,9,8.64705e-14,56
sparse,640,0.6,100,9,8.64705e-14,33
dense,1280,0.6,100,0,1.45788e-13,223
sparse,1280,0.6,100,0,1.45788e-13,126
dense,1280,0.6,100,1,1.25966e-13,196
sparse,1280,0.6,100,1,1.25966e-13,138
dense,1280,0.6,100,2,1.26784e-13,195
sparse,1280,0.6,100,2,1.26784e-13,118
dense,1280,0.6,100,3,1.25183e-13,195
sparse,1280,0.6,100,3,1.25183e-13,139
dense,1280,0.6,100,4,1.19031e-13,211
sparse,1280,0.6,100,4,1.19031e-13,176
dense,1280,0.6,100,5,1.33702e-13,233
sparse,1280,0.6,100,5,1.33702e-13,186
dense,1280,0.6,100,6,1.33308e-13,417
sparse,1280,0.6,100,6,1.33308e-13,384
dense,1280,0.6,100,7,1.3327e-13,389
sparse,1280,0.6,100,7,1.3327e-13,129
dense,1280,0.6,100,8,1.33335e-13,200
sparse,1280,0.6,100,8,1.33335e-13,122
dense,1280,0.6,100,9,1.27363e-13,286
sparse,1280,0.6,100,9,1.27363e-13,191
dense,2560,0.6,100,0,1.76453e-13,951
sparse,2560,0.6,100,0,1.76453e-13,548
dense,2560,0.6,100,1,1.82081e-13,875
sparse,2560,0.6,100,1,1.82081e-13,791
dense,2560,0.6,100,2,1.67408e-13,890
sparse,2560,0.6,100,2,1.67408e-13,658
dense,2560,0.6,100,3,1.66652e-13,1000
sparse,2560,0.6,100,3,1.66652e-13,606
dense,2560,0.6,100,4,1.72644e-13,832
sparse,2560,0.6,100,4,1.72644e-13,624
dense,2560,0.6,100,5,1.72107e-13,894
sparse,2560,0.6,100,5,1.72107e-13,559
dense,2560,0.6,100,6,1.76205e-13,1111
sparse,2560,0.6,100,6,1.76205e-13,648
